Event_No,Datetime,X Frequency_observed,X Frequency_trend,X Frequency_seasonal,X Frequency_resid
837,2021-10-03 13:08:00,0.225,0.22433994568580556,0.000791349166307349,-0.00013129485211291203
838,2021-10-03 13:38:00,0.225,0.22433736215802402,0.000807431158142754,-0.0001447933161667636
839,2021-10-03 14:08:00,0.225,0.2243357476534569,0.000789255467281815,-0.00012500312073870923
840,2021-10-03 14:38:00,0.225,0.2243351820108041,0.0008306151931175565,-0.00016579720392165265
841,2021-10-03 15:08:00,0.225,0.22433571464476754,0.0008444459311075349,-0.00018016057587505463
842,2021-10-03 15:38:00,0.188,0.22433734933096477,-0.003118550065295003,-0.033218799265669785
843,2021-10-03 16:08:00,0.225,0.22434000372319654,-0.0033093012706959094,0.003969297547499362
844,2021-10-03 16:38:00,0.225,0.22434360456010508,0.0016634123447887275,-0.0010070169048937982
845,2021-10-03 17:08:00,0.225,0.224348107606329,5.6529627157263825e-05,0.0005953627665137295
846,2021-10-03 17:38:00,0.225,0.22435349698510226,3.0007553635081057e-05,0.0006164954612626616
847,2021-10-03 18:08:00,0.225,0.22435966161185208,6.400797092298197e-05,0.0005763304172249351
848,2021-10-03 18:38:00,0.225,0.22436646995902024,0.0006128816077538765,2.0648433225883833e-05
849,2021-10-03 19:08:00,0.225,0.2243738673778412,0.0009244770775922464,-0.0002983444554334469
850,2021-10-03 19:38:00,0.225,0.2243818752945302,0.0010863258633168316,-0.00046820115784701466
851,2021-10-03 20:08:00,0.225,0.2243905565527647,0.0011432477833591133,-0.0005338043361237943
852,2021-10-03 20:38:00,0.225,0.22439993295080962,0.00022095828472660064,0.00037910876446378694
853,2021-10-03 21:08:00,0.225,0.22440995242987183,0.0012316595812103144,-0.0006416120110821488
